Serial Number,Station Name,Station Id,Network,Elevation(meter),Latitude,Longitude,Wind Speed(m/s),Air Temperature(C),Start Date,Precipitation for 1 day,Precipitation for 2 days,Precipitation for 3 days,Precipitation for 4 days,Precipitation for 5 days,sm_2,sm_4,sm_8,sm_20,sm_40,st_2,st_4,st_8,st_20,st_40
85,Merchant Valley,621,SNTL,2653.284,38.30285,-112.43637,-999999,8.38888888888889,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,12.7,0.35600000000000004,-999999,0.063,0.001,-999999,6.67,-999999,7.22,8.33,-999999
86,Midway Valley,626,SNTL,2995.2696,37.56933,-112.83849,-999999,5.222222222222221,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.24600000000000002,-999999,0.22,0.305,-999999,7.22,-999999,10.0,9.44,-999999
87,Mill-D North,628,SNTL,2731.9224,40.65883,-111.63683,-999999,1.5000000000000016,2017-09-20 00:00:00,15.240000000000036,15.240000000000036,15.240000000000036,15.240000000000036,43.18000000000007,0.193,-999999,0.022000000000000002,0.04,-999999,3.33,-999999,8.33,9.44,-999999
88,Mining Fork,631,SNTL,2528.3160000000003,40.49384,-112.61141,-999999,1.7777777777777795,2017-09-20 00:00:00,0.0,0.0,0.0,2.5399999999998553,7.619999999999927,0.073,-999999,0.11,0.048,-999999,5.56,-999999,8.33,8.89,-999999
89,Monte Cristo,634,SNTL,2722.4736000000003,41.46547,-111.49688,-999999,-1.6111111111111103,2017-09-20 00:00:00,25.4,38.099999999999994,38.099999999999994,38.099999999999994,48.25999999999996,0.298,-999999,0.324,0.035,-999999,2.78,-999999,5.56,6.67,-999999
90,Mosby Mtn.,643,SNTL,2911.7544000000003,40.60798,-109.8881,-999999,1.5000000000000016,2017-09-20 00:00:00,0.0,0.0,0.0,2.540000000000036,17.780000000000072,0.11699999999999999,-999999,0.083,0.122,-999999,6.67,-999999,7.78,8.33,-999999
91,Mt Baldy,1224,SNTL,2902.9152000000004,39.13648,-111.50527,-999999,2.3888888888888875,2017-09-20 00:00:00,0.0,0.0,2.540000000000036,2.540000000000036,22.859999999999964,0.253,-999999,0.23800000000000002,0.222,-999999,8.33,-999999,8.89,9.44,-999999
92,Mt Pennell,1269,SNTL,2806.9032,37.97793,-110.7933,-999999,8.88888888888889,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.084,-999999,0.122,0.059000000000000004,-999999,7.78,-999999,9.44,10.0,-999999
93,Oak Creek,1146,SNTL,2392.6800000000003,39.3485,-112.32639,-999999,7.3888888888888875,2017-09-20 00:00:00,5.079999999999981,7.620000000000018,7.620000000000018,7.620000000000018,20.320000000000018,0.18899999999999997,-999999,0.047,0.087,-999999,6.11,-999999,11.67,13.33,-999999
94,Panguitch Lake RS,1148,SNTL,2545.08,37.70463,-112.65037,-999999,10.61111111111111,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.317,-999999,0.319,0.40399999999999997,-999999,11.11,-999999,12.78,12.22,-999999
95,Parleys Summit,684,SNTL,2311.908,40.76184,-111.62917,-999999,3.111111111111112,2017-09-20 00:00:00,15.240000000000036,20.319999999999926,20.319999999999926,20.319999999999926,66.04000000000003,0.32,-999999,0.381,0.258,-999999,5.56,-999999,11.11,13.89,-999999
96,Parleys Upper,856,SNTL,2545.9944,40.70194,-111.60619,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
97,Parrish Creek,971,SNTL,2359.152,40.93417,-111.81372,-999999,1.7777777777777795,2017-09-20 00:00:00,10.159999999999963,12.7,12.7,12.7,38.099999999999994,0.065,-999999,0.079,0.154,-999999,7.22,-999999,8.33,8.89,-999999
98,Payson R.S.,686,SNTL,2451.8112,39.92976,-111.63109,-999999,2.6111111111111125,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,22.859999999999964,0.287,-999999,0.268,0.185,-999999,10.0,-999999,12.22,13.33,-999999
99,Pickle Keg,691,SNTL,2749.2960000000003,39.01219,-111.58259,-999999,4.8888888888888875,2017-09-20 00:00:00,0.0,0.0,0.0,2.539999999999946,20.320000000000018,0.188,-999999,0.273,0.196,-999999,9.44,-999999,11.11,11.11,-999999
100,Pine Creek,694,SNTL,2662.1232,38.88185,-112.24915,-999999,7.777777777777778,2017-09-20 00:00:00,0.0,2.540000000000036,7.619999999999927,7.619999999999927,33.019999999999925,0.226,-999999,0.22399999999999998,0.053,-999999,6.67,-999999,10.0,11.67,-999999
101,Red Pine Ridge,714,SNTL,2739.5424000000003,39.45197,-111.27221,-999999,-0.4999999999999992,2017-09-20 00:00:00,0.0,0.0,0.0,2.5399999999998553,20.319999999999926,0.314,-999999,0.27,0.27899999999999997,-999999,7.22,-999999,11.11,11.11,-999999
102,Redden Mine Lwr,1225,SNTL,2600.5536,40.67505,-111.21765,-999999,0.11111111111111269,2017-09-20 00:00:00,5.079999999999892,5.079999999999892,5.079999999999892,7.619999999999927,35.55999999999996,0.135,-999999,0.245,0.0,-999999,5.56,-999999,7.78,9.44,-999999
103,Rees Flat,1217,SNTL,2196.3888,39.49667,-111.72508,-999999,0.4999999999999992,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,25.4,0.237,-999999,0.14400000000000002,0.017,-999999,7.78,-999999,10.56,11.67,-999999
104,Rock Creek,720,SNTL,2403.6528000000003,40.54875,-110.69292,-999999,2.2222222222222223,2017-09-20 00:00:00,5.079999999999981,5.079999999999981,5.079999999999981,5.079999999999981,12.7,0.11599999999999999,-999999,0.059000000000000004,0.034,-999999,5.0,-999999,8.33,10.0,-999999
105,Rocky Basin-Settleme,723,SNTL,2652.9792,40.44293,-112.22377,-999999,0.777777777777777,2017-09-20 00:00:00,10.160000000000144,10.160000000000144,10.160000000000144,10.160000000000144,12.7,0.193,-999999,0.063,0.006999999999999999,-999999,5.56,-999999,7.78,8.33,-999999
106,Santaquin Meadows,1280,SNTL,2388.108,39.92076,-111.71802,-999999,0.38888888888889045,2017-09-20 00:00:00,0.0,2.5399999999998553,2.5399999999998553,2.5399999999998553,20.319999999999926,0.156,-999999,0.15,0.028999999999999998,-999999,9.44,-999999,12.78,13.89,-999999
107,Seeley Creek,742,SNTL,3018.7392,39.31042,-111.43297,5.6327039999999995,3.2222222222222205,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,20.320000000000018,0.231,-999999,0.156,0.046,-999999,5.56,-999999,8.33,8.89,-999999
108,Smith  Morehouse,763,SNTL,2325.9288,40.78931,-111.09192,-999999,0.777777777777777,2017-09-20 00:00:00,17.77999999999998,17.77999999999998,17.77999999999998,20.320000000000018,35.56000000000005,0.27699999999999997,-999999,0.158,0.062,-999999,5.56,-999999,8.33,10.0,-999999
109,Snowbird,766,SNTL,2797.1496,40.56914,-111.65852,-999999,2.999999999999999,2017-09-20 00:00:00,15.239999999999855,15.239999999999855,15.239999999999855,22.859999999999964,53.339999999999854,0.14,-999999,0.261,0.08,-999999,1.67,-999999,5.56,9.44,-999999
110,Spirit Lk,1117,SNTL,3119.628,40.83868,-110.00527,-999999,0.4999999999999992,2017-09-20 00:00:00,0.0,2.540000000000036,5.079999999999981,5.079999999999981,7.620000000000018,0.336,-999999,0.213,0.14300000000000002,-999999,4.44,-999999,6.11,6.67,-999999
111,Steel Creek Park,790,SNTL,3096.1584000000003,40.90862,-110.50462,-999999,-1.7777777777777775,2017-09-20 00:00:00,17.77999999999989,17.77999999999989,17.77999999999989,20.319999999999926,33.019999999999925,0.374,-999999,0.355,0.267,-999999,2.78,-999999,3.89,5.0,-999999
112,Strawberry Divide,795,SNTL,2475.8904,40.16483,-111.20665,-999999,2.3888888888888875,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,17.77999999999989,0.12300000000000001,-999999,0.0,0.028999999999999998,-999999,5.0,-999999,10.0,10.56,-999999
113,Sunflower Flat,1249,SNTL,3053.4864000000002,38.048,-111.33981,-999999,4.722222222222222,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.212,-999999,0.091,0.12300000000000001,-999999,3.33,-999999,6.67,6.67,-999999
114,Suu Ranch,1248,SNTL,2453.6400000000003,37.59711,-112.92949,-999999,10.88888888888889,2017-09-20 00:00:00,0.0,2.540000000000036,2.540000000000036,2.540000000000036,2.540000000000036,0.106,-999999,0.22899999999999998,0.335,-999999,9.44,-999999,10.56,11.11,-999999
115,Takka Wiiya,1247,SNTL,2780.3856,39.74104,-113.98262,-999999,3.7222222222222237,2017-09-20 00:00:00,2.540000000000036,2.540000000000036,2.540000000000036,2.540000000000036,2.540000000000036,0.021,-999999,0.047,0.105,-999999,8.33,-999999,11.67,11.67,-999999
116,Temple Fork,1013,SNTL,2257.3488,41.793,-111.54605,-999999,0.38888888888889045,2017-09-20 00:00:00,10.159999999999963,20.319999999999926,20.319999999999926,20.319999999999926,25.4,0.235,-999999,0.161,0.06,-999999,8.33,-999999,8.89,9.44,-999999
117,Thaynes Canyon,814,SNTL,2813.304,40.6235,-111.53322,-999999,0.777777777777777,2017-09-20 00:00:00,17.77999999999989,40.640000000000036,40.640000000000036,40.640000000000036,60.95999999999996,0.046,-999999,0.051,0.09,-999999,5.0,-999999,7.22,8.89,-999999
118,Thistle Flat,1226,SNTL,2678.2776000000003,39.23803,-111.51998,-999999,3.277777777777777,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,30.47999999999998,0.364,-999999,0.278,0.35,-999999,12.22,-999999,12.22,12.22,-999999
119,Timberline,1097,SNTL,2662.7328,39.67712,-110.43395,-999999,2.5,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,12.7,0.27399999999999997,-999999,0.215,0.218,-999999,10.0,-999999,11.11,11.67,-999999
120,Timpanogos Divide,820,SNTL,2481.072,40.42817,-111.61633,-999999,0.9999999999999984,2017-09-20 00:00:00,2.540000000000036,2.540000000000036,2.540000000000036,2.540000000000036,27.940000000000033,0.09,-999999,0.095,0.042,-999999,7.78,-999999,9.44,10.0,-999999
121,Tony Grove Lake,823,SNTL,2582.8752,41.89833,-111.62957,-999999,-1.0000000000000004,2017-09-20 00:00:00,30.48000000000007,50.8,50.8,50.8,58.41999999999992,0.28,-999999,0.314,0.121,-999999,4.44,-999999,6.11,8.89,-999999
122,Tony Grove RS,1113,SNTL,1929.9936,41.88573,-111.56918,-999999,-0.6111111111111119,2017-09-20 00:00:00,17.77999999999989,22.859999999999964,22.859999999999964,22.859999999999964,27.940000000000033,0.172,-999999,0.08800000000000001,0.049,-999999,7.78,-999999,11.67,12.78,-999999
123,Trial Lake,828,SNTL,3045.5616,40.678,-110.94873,-999999,-2.8888888888888884,2017-09-20 00:00:00,17.780000000000072,17.780000000000072,17.780000000000072,25.4,45.720000000000105,0.078,-999999,0.107,0.315,-999999,3.33,-999999,4.44,6.11,-999999
124,Trout Creek,833,SNTL,2901.0864,40.739,-109.6728,-999999,2.8888888888888906,2017-09-20 00:00:00,0.0,0.0,0.0,2.540000000000036,12.7,0.11599999999999999,-999999,0.183,0.237,-999999,4.44,-999999,6.67,8.33,-999999
125,Upper Joes Valley,1227,SNTL,2620.0608,39.4155,-111.2491,-999999,1.2222222222222239,2017-09-20 00:00:00,0.0,0.0,0.0,2.539999999999946,15.239999999999945,0.149,-999999,0.149,0.076,-999999,6.67,-999999,8.89,9.44,-999999
126,Usu Doc Daniel,1098,SNTL,2520.696,41.86425,-111.50603,-999999,-2.3888888888888893,2017-09-20 00:00:00,17.780000000000072,25.4,25.4,27.940000000000214,30.48000000000007,0.22899999999999998,0.054000000000000006,0.107,0.07400000000000001,0.391,3.33,5.56,8.33,10.0,10.56
127,Vernon Creek,844,SNTL,2255.8248000000003,39.93667,-112.41478,-999999,1.2222222222222239,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,7.619999999999927,0.013000000000000001,-999999,0.051,0.0,-999999,8.33,-999999,10.56,10.56,-999999
128,Webster Flat,853,SNTL,2805.0744,37.575,-112.90155,-999999,6.611111111111111,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2,-999999,0.174,0.039,-999999,10.0,-999999,10.0,10.0,-999999
129,White River #1,864,SNTL,2633.7768,39.9645,-110.98845,-999999,0.11111111111111269,2017-09-20 00:00:00,0.0,0.0,2.539999999999946,2.539999999999946,20.320000000000018,0.139,-999999,0.063,0.287,-999999,9.44,-999999,11.67,10.56,-999999
130,Widtsoe #3,865,SNTL,2938.272,37.83633,-111.88163,-999999,6.7777777777777795,2017-09-20 00:00:00,0.0,0.0,0.0,2.539999999999946,5.079999999999981,0.298,-999999,0.121,0.027000000000000003,-999999,7.22,-999999,8.89,8.33,-999999
131,Wrigley Creek,1228,SNTL,2842.8696,39.13233,-111.35685,-999999,5.499999999999999,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,20.319999999999926,0.373,-999999,0.29600000000000004,0.315,-999999,3.89,-999999,6.67,8.33,-999999
132,Yankee Reservoir,1197,SNTL,2649.3216,37.74797,-112.77495,-999999,10.222222222222221,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.17,-999999,0.233,0.188,-999999,10.56,-999999,12.22,12.22,-999999
133,Alkali Mesa,2138,SCAN,1964.4360000000001,37.67455,-109.36429,2.2352,14.277777777777779,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.048,0.054000000000000006,0.14300000000000002,0.165,0.166,17.78,18.33,21.11,21.11,21.11
134,Blue Creek,2135,SCAN,1578.5592000000001,41.93531,-112.4336,1.1176,5.1111111111111125,2017-09-20 00:00:00,2.2859999999999965,9.651999999999974,9.651999999999974,9.651999999999974,11.176000000000032,0.28,0.267,0.196,0.21100000000000002,0.18600000000000003,10.56,11.11,15.56,17.78,18.33
135,Buffalo Jump,2151,SCAN,2036.6736,41.34363,-111.18798,1.922272,2.000000000000001,2017-09-20 00:00:00,6.603999999999994,7.365999999999978,7.365999999999978,7.619999999999973,18.541999999999966,0.151,0.085,0.076,0.078,-999999,10.56,11.67,12.78,14.44,-999999
136,Cache Junction,2136,SCAN,1348.74,41.81568,-111.98043,0.9387840000000001,2.000000000000001,2017-09-20 00:00:00,11.68399999999993,16.001999999999974,16.001999999999974,16.001999999999974,18.54199999999992,0.156,0.214,0.27899999999999997,0.36700000000000005,0.39,13.89,16.11,17.22,17.78,18.33
137,Cave Valley,2161,SCAN,1912.0104000000001,37.35524,-113.12341,1.385824,6.111111111111111,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.057999999999999996,0.063,0.013000000000000001,0.006,15.0,16.11,18.33,18.89,18.89
138,Chicken Ridge,2150,SCAN,2331.4152,41.33136,-111.3036,2.2799039999999997,0.38888888888889045,2017-09-20 00:00:00,16.256000000000057,19.050000000000043,19.050000000000043,20.574000000000055,42.164000000000044,0.159,0.183,0.125,0.10800000000000001,0.099,7.22,8.89,9.44,12.22,12.78
139,Circleville,2125,SCAN,1865.3760000000002,38.15133,-112.25122,3.039872,13.11111111111111,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,1.270000000000018,0.147,0.146,0.079,0.121,0.157,14.44,17.78,17.78,17.22,17.22
140,Dugway,2167,SCAN,1314.9072,40.16591,-113.02007,1.56464,7.222222222222222,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,1.52399999999999,-999999,-999999,-999999,-999999,-999999,20.56,22.22,23.89,23.89,23.33
141,Eastland,2130,SCAN,2083.9176,37.77853,-109.17193,2.101088,12.5,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.061,0.09,0.102,0.228,0.203,17.22,18.33,18.89,18.33,18.33
142,Enterprise,2128,SCAN,1600.2,37.63343,-113.64324,1.922272,13.777777777777777,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,1.270000000000018,0.078,0.255,0.223,0.145,0.155,16.67,20.56,21.11,20.56,20.56
143,Ephraim,2126,SCAN,1685.8488,39.36798,-111.57803,0.67056,4.388888888888888,2017-09-20 00:00:00,0.0,0.0,0.25399999999999456,0.25399999999999456,13.207999999999988,0.12,0.272,0.20199999999999999,0.24600000000000002,0.252,11.11,15.56,16.11,17.22,17.22
144,Goshute,2165,SCAN,1672.4376,39.99003,-114.00025,2.548128,3.277777777777777,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.25399999999999456,0.113,-999999,-999999,-999999,-999999,12.22,16.67,18.89,18.33,18.89
145,Grantsville,2152,SCAN,1321.9176,40.59089,-112.39258,1.654048,6.611111111111111,2017-09-20 00:00:00,1.5240000000000125,1.5240000000000125,1.5240000000000125,1.5240000000000125,15.748000000000024,0.062,-999999,-999999,-999999,-999999,14.44,19.44,21.11,22.78,22.22
146,Green River,2131,SCAN,1250.5944,39.01825,-110.16264,1.385824,16.27777777777778,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,11.684,0.213,0.133,0.076,0.066,0.09,18.33,19.44,20.56,21.67,23.33
147,Grouse Creek,2160,SCAN,1778.508,41.77846,-113.82048,1.609344,-0.8888888888888897,2017-09-20 00:00:00,1.270000000000018,1.270000000000018,1.270000000000018,1.270000000000018,2.032000000000002,0.045,0.073,0.10300000000000001,0.16,0.161,9.44,13.33,15.56,16.67,17.78
148,Hals Canyon,2164,SCAN,1603.248,38.59445,-113.75102,3.3528,12.111111111111109,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.25400000000001716,-999999,0.091,0.094,-999999,0.099,-999999,20.0,21.67,-999999,21.11
149,Harms Way,2166,SCAN,2150.364,38.31347,-109.23998,2.6375360000000003,12.722222222222221,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.25399999999999456,0.075,0.127,0.13,0.134,0.066,15.56,16.67,18.33,17.78,17.78
150,Holden,2127,SCAN,1446.276,39.19216,-112.40155,1.56464,6.388888888888889,2017-09-20 00:00:00,0.0,0.0,0.0,0.25399999999999456,10.667999999999997,0.08800000000000001,0.09699999999999999,0.067,0.121,0.127,17.22,17.78,19.44,20.56,22.22
151,Little Red Fox,2155,SCAN,1644.3960000000002,40.17957,-110.30464,1.296416,8.88888888888889,2017-09-20 00:00:00,0.0,0.0,2.2859999999999965,2.2859999999999965,9.143999999999986,0.175,0.127,0.17600000000000002,0.218,0.19899999999999998,12.78,15.0,15.56,16.67,17.22
152,Manderfield,2156,SCAN,1885.188,38.36649,-112.64291,0.715264,9.000000000000002,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,6.858000000000034,0.17600000000000002,0.162,0.141,0.115,0.063,12.78,16.11,16.67,16.67,16.67
153,Mccracken Mesa,2140,SCAN,1620.0120000000002,37.44671,-109.33776,1.1176,15.61111111111111,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.25399999999999456,0.11900000000000001,0.109,0.127,0.17300000000000001,0.159,17.22,21.11,22.22,22.22,22.78
154,Milford,2129,SCAN,1525.5240000000001,38.34196,-113.01053,1.8775680000000001,9.611111111111109,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,9.143999999999986,0.215,0.281,0.11599999999999999,0.3,0.076,16.11,18.33,19.44,19.44,20.56
155,Morgan,2133,SCAN,1558.4424000000001,40.9999,-111.68555,0.44704,1.722222222222223,2017-09-20 00:00:00,7.365999999999978,14.224000000000057,14.224000000000057,14.478000000000007,24.63800000000006,0.2,0.22899999999999998,0.262,0.29600000000000004,0.20199999999999999,11.67,12.78,15.56,17.22,17.22
156,Mountain Home,2134,SCAN,2111.3496,40.37263,-110.40602,2.2352,6.888888888888888,2017-09-20 00:00:00,0.0,0.0,0.0,0.25399999999999456,6.603999999999994,0.059000000000000004,0.10099999999999999,0.14,0.124,0.162,10.56,15.0,16.67,15.56,16.67
157,Nephi,2137,SCAN,1598.6760000000002,39.64554,-111.87044,0.9387840000000001,7.277777777777778,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,18.287999999999972,0.222,0.218,0.129,0.073,0.067,16.67,17.22,18.33,19.44,20.0
158,Panguitch,2157,SCAN,1991.5632,37.86975,-112.43437,1.4752319999999999,6.500000000000002,2017-09-20 00:00:00,0.0,0.0,0.0,0.25399999999999456,3.04799999999998,0.099,0.275,0.126,0.191,0.36200000000000004,11.67,12.78,12.22,12.78,12.78
159,Park Valley,2153,SCAN,1553.8704,41.77318,-113.28596,2.101088,-0.4999999999999992,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,2.2859999999999965,0.017,0.036000000000000004,0.019,-999999,-999999,11.11,14.44,18.33,19.44,20.56
160,Price,2132,SCAN,1718.1576,39.53288,-110.80604,5.9009279999999995,11.11111111111111,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,7.1120000000000285,0.06,0.18100000000000002,0.168,0.18899999999999997,0.249,15.56,17.78,19.44,20.56,21.11
161,Sand Hollow,2159,SCAN,941.2224,37.10516,-113.35615,3.933952,22.22222222222222,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.25399999999999456,0.047,0.057999999999999996,0.06,0.021,0.006,24.44,25.0,26.67,26.11,25.56
162,Split Mountain,2154,SCAN,1476.4512,40.39136,-109.35326,1.251712,9.5,2017-09-20 00:00:00,0.0,0.0,0.0,0.25399999999999456,9.398000000000001,0.065,0.10400000000000001,0.083,0.132,0.162,13.89,16.67,18.33,20.56,21.67
163,Spooky,2158,SCAN,1627.9368000000002,37.51468,-111.26189,5.543296,19.61111111111111,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.25399999999999456,0.027999999999999997,0.016,0.02,0.055999999999999994,0.019,21.11,21.67,23.33,22.22,21.67
164,Tule Valley,2163,SCAN,1399.6416000000002,39.23724,-113.45866,1.78816,9.888888888888888,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.7620000000000062,0.098,0.083,0.18100000000000002,0.11800000000000001,0.077,15.56,22.22,25.0,24.44,25.0
165,Vermillion,2162,SCAN,1948.2816,37.19061,-112.19252,1.028192,12.888888888888891,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.2540000000000397,0.0,0.013000000000000001,0.023,0.040999999999999995,0.09,12.22,15.0,17.22,16.67,16.67
166,West Summit,2139,SCAN,2131.4664000000002,38.01394,-109.12745,3.3975039999999996,13.11111111111111,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.25399999999999456,0.12300000000000001,0.142,0.149,0.21100000000000002,0.19399999999999998,12.22,14.44,17.78,17.78,17.22
167,Duchesne,1266800,UAGRIMET,1662.0744000000002,40.1807,-110.36,1.251712,12.894444444444446,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
168,Sutherland,1266799,UAGRIMET,1394.46,39.4507,-112.638,3.531616,15.205555555555556,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
169,Orangeville,1266804,UAGRIMET,1720.596,39.2201,-111.07,1.8328639999999998,14.949999999999998,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
170,Elmo,1266805,UAGRIMET,1712.6712,39.4213,-110.838,2.548128,15.32777777777778,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
171,Huntington,1266806,UAGRIMET,1756.5624,39.307,-110.977,1.8328639999999998,14.377777777777778,2017-09-20 00:00:00,0.508,0.762,1.016,1.016,1.016,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
