Serial Number,Station Name,Station Id,Network,Elevation(meter),Latitude,Longitude,Wind Speed(m/s),Air Temperature(C),Start Date,Precipitation for 1 day,Precipitation for 2 days,Precipitation for 3 days,Precipitation for 4 days,Precipitation for 5 days,sm_2,sm_4,sm_8,sm_20,sm_40,st_2,st_4,st_8,st_20,st_40
172,Ferron,1266807,UAGRIMET,1835.2008,39.0756,-111.154,2.548128,15.13888888888889,2017-09-20 00:00:00,0.0,0.0,0.0,0.254,0.254,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
173,PelicanLake,1266808,UAGRIMET,1468.8312,40.1814,-109.668,1.207008,14.788888888888888,2017-09-20 00:00:00,0.0,0.0,0.0,0.508,0.508,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
174,PleasantValley,1266809,UAGRIMET,1627.632,40.162,-110.107,1.4752319999999999,11.688888888888888,2017-09-20 00:00:00,0.0,0.254,0.254,0.508,0.508,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
175,Grantsville,1266810,UAGRIMET,1330.452,40.5311,-112.757,3.621024,13.644444444444446,2017-09-20 00:00:00,0.0,0.254,0.254,0.254,0.254,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
176,SanPete,1266811,UAGRIMET,1755.6480000000001,39.5433,-111.482,1.966976,11.755555555555553,2017-09-20 00:00:00,0.254,0.254,0.762,1.016,1.016,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
177,Monroe,1266812,UAGRIMET,1606.9056,38.6341,-112.158,2.2799039999999997,14.511111111111111,2017-09-20 00:00:00,0.508,0.508,0.508,0.508,0.508,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
178,CastleValley,1266813,UAGRIMET,1379.8296,38.6479,-109.399,1.6987519999999998,20.416666666666668,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
179,Tropic,1266814,UAGRIMET,1904.0856,37.6303,-112.043,2.771648,14.544444444444444,2017-09-20 00:00:00,0.508,0.508,0.508,0.508,0.508,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
180,Scipio,1266815,UAGRIMET,1634.6424000000002,39.2281,-112.099,2.995168,14.822222222222223,2017-09-20 00:00:00,0.0,0.0,0.0,1.27,1.27,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
181,Tropic - Kodachrome Basin,1262314,UCRN,1796.796,37.5174,-111.978,2.7001216,18.000000000000004,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
182,Manila - Dutch John,1262315,UCRN,2001.3168,40.9225,-109.39,3.70015008,10.944444444444446,2017-09-20 00:00:00,0.0,5.0038,5.0038,5.0038,5.0038,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
183,Beaver - Big Flat NFS,1262317,UCRN,3049.8288000000002,38.2861,-112.361,4.30007776,7.166666666666667,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
184,Grantsville - Muskrat BLM,1262316,UCRN,1399.9464,40.636,-112.677,4.00011392,15.777777777777779,2017-09-20 00:00:00,0.0,0.4064,0.6095999999999999,0.6095999999999999,0.6095999999999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
185,Provo - Hub Guard Station,1262318,UCRN,2379.8784,40.2816,-111.24,1.4998192,7.277777777777778,2017-09-20 00:00:00,0.0,2.6923999999999997,2.6923999999999997,2.6923999999999997,2.6923999999999997,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
186,Bluff - Natural Bridges NM,1262319,UCRN,1959.2544,37.601,-109.989,1.40012928,18.5,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
187,Mexican Hat - Muley Point,1262320,UCRN,1939.7472,37.2507,-109.988,3.89997696,19.66666666666667,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
188,Monticello - Indian Creek,1262321,UCRN,1531.6200000000001,38.1402,-109.617,3.6000131200000003,22.38888888888889,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
189,Price - Carbon County Airport,1262322,UCRN,1770.2784000000001,39.6071,-110.751,2.10019392,16.055555555555557,2017-09-20 00:00:00,0.0,0.0,0.0,0.508,0.508,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
190,Spanish Valley - Island in the Sky,1262323,UCRN,1923.5928000000001,38.3135,-109.854,2.40015776,19.333333333333332,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
191,"Blanding - Bluff, Sand Island",1262324,UCRN,1338.0720000000001,37.2667,-109.607,3.00008544,22.88888888888889,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
192,Milford - Desert Range Exp. Station,1262325,UCRN,1601.7240000000002,38.5943,-113.751,3.79984,16.555555555555557,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
193,Delta - Municipal Airport,1262326,UCRN,1451.1528,39.3872,-112.509,3.79984,16.11111111111111,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
194,"Cedar City - Zion NP, Kolob Canyon",1262327,UCRN,1553.2608,37.4572,-113.225,2.3000208,18.72222222222222,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
195,Midway - UVU Wasatch Campus,1262328,UCRN,1751.9904000000001,40.5467,-111.414,2.10019392,11.944444444444445,2017-09-20 00:00:00,0.0,3.0987999999999998,3.2003999999999997,3.2003999999999997,3.2003999999999997,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
196,Vernal - Ouray,1262329,UCRN,1421.5872000000002,40.1346,-109.643,1.2999923199999999,15.88888888888889,2017-09-20 00:00:00,0.0,0.0,0.0,0.1016,0.1016,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
197,Snowville (West),1138081,AGWX,1354.2264,41.9838,-112.912,3.308096,9.333333333333332,2017-09-20 00:00:00,0.254,3.3019999999999996,6.35,6.35,6.35,-999999,-999999,0.07,-999999,-999999,-999999,11.17,13.83,-999999,-999999
198,Buckhorn,1138098,AGWX,1773.9360000000001,38.0399,-112.712,2.771648,14.166666666666666,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,0.18,-999999,-999999,-999999,17.39,16.33,-999999,-999999
199,LBW SouthFork,1231956,AGWX,1552.9560000000001,41.4967,-111.819,2.8163519999999997,11.444444444444445,2017-09-20 00:00:00,0.0,19.304,30.226,30.226,30.226,-999999,-999999,0.29,-999999,-999999,-999999,15.22,17.44,-999999,-999999
200,Birch Springs Draw,1221985,AGWX,1850.1360000000002,40.9904,-109.654,1.430528,11.222222222222223,2017-09-20 00:00:00,0.0,4.826,4.826,4.826,4.826,-999999,-999999,-999999,-999999,-999999,-999999,10.5,-17.78,-999999,-999999
201,Bear Lake,1233757,AGWX,1979.9808,41.9336,-111.42,3.442208,8.61111111111111,2017-09-20 00:00:00,0.0,9.906,17.018,17.018,17.018,-999999,-999999,0.09,-999999,-999999,-999999,13.06,13.72,-999999,-999999
202,Parowan,1138054,AGWX,1758.6960000000001,37.8623,-112.881,3.486912,14.166666666666666,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,0.2,-999999,-999999,-999999,15.22,15.39,-999999,-999999
203,Drainage Farm,1138089,AGWX,1351.788,41.763,-111.879,2.324608,10.5,2017-09-20 00:00:00,0.0,10.16,14.732,14.732,14.732,-999999,-999999,0.14,-999999,-999999,-999999,13.67,14.83,-999999,-999999
204,Clarkston,1259035,AGWX,1505.712,41.8957,-112.048,3.084576,9.722222222222221,2017-09-20 00:00:00,0.0,6.604,8.636,8.636,8.636,-999999,-999999,0.09,-999999,-999999,-999999,14.28,15.33,-999999,-999999
205,Panguitch,1138099,AGWX,1996.44,37.8686,-112.422,3.039872,12.055555555555557,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,0.44,-999999,-999999,-999999,14.22,12.94,-999999,-999999
206,Logan Golf,1138088,AGWX,1465.4784,41.7447,-111.789,3.084576,11.055555555555555,2017-09-20 00:00:00,0.0,13.462,19.304,19.304,19.304,-999999,-999999,0.05,-999999,-999999,-999999,13.22,13.83,-999999,-999999
207,Venice,1138097,AGWX,1598.3712,38.8235,-112,2.2352,13.833333333333334,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.254,-999999,-999999,0.1,-999999,-999999,-999999,16.22,15.67,-999999,-999999
208,Canyonlands Research Center,1197507,AGWX,1627.0224,38.0708,-109.567,1.56464,20.500000000000004,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,22.61,13.78,-999999,-999999
209,Randolph,1138085,AGWX,1909.2672,41.8327,-111.088,2.45872,7.11111111111111,2017-09-20 00:00:00,0.0,12.191999999999998,14.477999999999998,14.477999999999998,14.477999999999998,-999999,-999999,0.14,-999999,-999999,-999999,10.5,11.11,-999999,-999999
210,Corinne,1138092,AGWX,1291.7424,41.5192,-112.174,2.90576,11.666666666666666,2017-09-20 00:00:00,0.0,4.3180000000000005,4.8260000000000005,4.8260000000000005,4.8260000000000005,-999999,-999999,0.14,-999999,-999999,-999999,15.78,15.83,-999999,-999999
211,Vernal,1265822,AGWX,1665.4272,40.4584,-109.562,2.056384,13.499999999999998,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,0.35,-999999,-999999,-999999,14.61,14.72,-999999,-999999
212,Flowell,1138096,AGWX,1443.228,38.9571,-112.42,2.6375360000000003,14.055555555555554,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,0.07,-999999,-999999,-999999,16.56,17.89,-999999,-999999
213,Blue Creek,1138083,AGWX,1575.816,41.9622,-112.491,2.771648,9.444444444444445,2017-09-20 00:00:00,0.0,5.08,9.652,9.652,9.652,-999999,-999999,0.17,-999999,-999999,-999999,12.78,13.28,-999999,-999999
214,LBW Paradise,1231964,AGWX,1481.0232,41.5724,-111.855,2.68224,11.722222222222221,2017-09-20 00:00:00,0.0,17.779999999999998,25.145999999999997,25.145999999999997,25.145999999999997,-999999,-999999,0.15,-999999,-999999,-999999,13.44,14.28,-999999,-999999
215,Murray,1138094,AGWX,1307.592,40.6313,-111.92,2.324608,15.61111111111111,2017-09-20 00:00:00,0.0,2.032,2.032,2.032,2.032,-999999,-999999,0.23,-999999,-999999,-999999,16.28,16.39,-999999,-999999
216,Bluebell,1265823,AGWX,1885.4928,40.3726,-110.209,1.1176,11.444444444444445,2017-09-20 00:00:00,0.0,0.0,0.0,1.016,1.016,-999999,-999999,0.18,-999999,-999999,-999999,14.28,14.39,-999999,-999999
217,Snowville South,1138082,AGWX,1466.6976,41.8663,-112.725,4.068064,10.88888888888889,2017-09-20 00:00:00,0.0,1.778,4.064,4.064,4.064,-999999,-999999,0.09,-999999,-999999,-999999,12.78,14.22,-999999,-999999
218,Evans Farm,1138090,AGWX,1382.268,41.6945,-111.833,1.56464,11.222222222222223,2017-09-20 00:00:00,0.0,8.889999999999999,12.445999999999998,12.445999999999998,12.445999999999998,-999999,-999999,0.11,-999999,-999999,-999999,15.39,16.0,-999999,-999999
219,Hardware Ranch,1138091,AGWX,1695.9072,41.6012,-111.567,1.78816,7.777777777777778,2017-09-20 00:00:00,0.0,10.413999999999998,14.985999999999997,14.985999999999997,14.985999999999997,-999999,-999999,0.23,-999999,-999999,-999999,8.67,7.33,-999999,-999999
220,Tremonton,1138087,AGWX,1320.0888,41.7229,-112.154,2.548128,10.999999999999998,2017-09-20 00:00:00,0.0,3.556,4.064,4.064,4.064,-999999,-999999,0.31,-999999,-999999,-999999,16.56,16.28,-999999,-999999
221,Beryl Junction,1138079,AGWX,1580.9976000000001,37.7196,-113.702,4.872736,17.0,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,0.19,-999999,-999999,-999999,18.44,19.11,-999999,-999999
222,Lewiston,1138084,AGWX,1375.8672000000001,41.9521,-111.869,2.68224,10.055555555555555,2017-09-20 00:00:00,0.0,9.652,15.239999999999998,15.239999999999998,15.239999999999998,-999999,-999999,0.11,-999999,-999999,-999999,13.28,13.94,-999999,-999999
223,LBW ExpFarm,1231953,AGWX,1370.9904000000001,41.6662,-111.891,2.2352,10.777777777777779,2017-09-20 00:00:00,0.0,10.668,18.287999999999997,18.287999999999997,18.287999999999997,-999999,-999999,0.19,-999999,-999999,-999999,15.67,16.44,-999999,-999999
224,Loa,1265824,AGWX,2168.9568,38.3834,-111.636,3.442208,13.61111111111111,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,0.13,-999999,-999999,-999999,-999999,13.44,-999999,-999999
225,Nephi,1138095,AGWX,1524.6096,39.6894,-111.877,3.442208,13.777777777777777,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,0.11,-999999,-999999,-999999,15.78,15.0,-999999,-999999
226,Eagle Lake,1231954,AGWX,1334.1096,41.1668,-112.05,1.8328639999999998,13.88888888888889,2017-09-20 00:00:00,0.0,3.8099999999999996,4.571999999999999,4.571999999999999,4.571999999999999,-999999,-999999,0.38,-999999,-999999,-999999,17.44,0.28,-999999,-999999
227,Spanish Fork,1138093,AGWX,1438.9608,40.0672,-111.629,1.78816,15.833333333333334,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,0.08,-999999,-999999,-999999,16.44,17.33,-999999,-999999
228,Cedar City,1138078,AGWX,1685.2392,37.673,-113.137,4.872736,15.944444444444445,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,0.16,-999999,-999999,-999999,14.11,14.78,-999999,-999999
229,Greenville Farm,1150661,AGWX,1412.748,41.7665,-111.811,1.654048,11.61111111111111,2017-09-20 00:00:00,0.0,11.176,14.732,14.732,14.732,-999999,-999999,0.22,-999999,-999999,-999999,14.33,14.94,-999999,-999999
230,EastFork,1231955,AGWX,1558.1376,41.5355,-111.806,2.8163519999999997,11.777777777777779,2017-09-20 00:00:00,0.0,14.224,22.352,22.352,22.352,-999999,-999999,0.41,-999999,-999999,-999999,12.89,14.33,-999999,-999999
231,Laketown ,1138086,AGWX,1816.3032,41.8379,-111.334,3.308096,9.277777777777779,2017-09-20 00:00:00,0.0,4.064,9.652000000000001,9.652000000000001,9.652000000000001,-999999,-999999,0.15,-999999,-999999,-999999,12.44,12.78,-999999,-999999
232,Green River,1277538,AGWX,1322.832,39.059,-110.091,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
233,Centerfield,1285709,AGWX,1574.2920000000001,39.0996,-111.808,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
234,Randolph Center,1293789,AGWX,1914.7536,41.6707,-111.174,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
235,Cornish,1293791,AGWX,1381.6584,41.9936,-111.967,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
236,Milford Flat,1293785,AGWX,1543.8120000000001,38.2983,-113.005,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
237,Manila,1282825,AGWX,1942.7952,40.9831,-109.728,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
238,EMCNolan,1282580,AGWX,1480.4136,40.3598,-111.978,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
239,EMCPonyEx,1282583,AGWX,1489.2528,40.313,-112.031,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
213,USU Environmental Observatory,1279257,USUwx,1460.6016,41.7423,-111.812,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
213,West Mt. Satellite,24,FGNET,1427.3784,40.0272,-111.788,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
214,Tintic - South Ridge Farm  ,10,FGNET,1785.8232,39.8724,-112.135,2.9504639999999998,14.38888888888889,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
215,Genola South - McMullin,19,FGNET,1436.8272000000002,40.005,-111.82,1.430528,15.055555555555555,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
216,Goshen - CHF,15,FGNET,1451.4576000000002,39.9233,-111.883,4.24688,16.72222222222222,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
217,Perry - Sumida Farm ,9,FGNET,1327.7088,41.4488,-112.036,2.6375360000000003,13.11111111111111,2017-09-20 00:00:00,0.0,6.604,6.8580000000000005,6.8580000000000005,6.8580000000000005,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
218,Leeds - Stirling Farm,18,FGNET,1047.93288,37.2321,-113.352,1.654048,21.888888888888893,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
219,Genola - CHF Gala,5,FGNET,1420.3680000000002,40.0367,-111.851,2.1457919999999997,15.222222222222221,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
220,Lincoln Point - South Shore Farms,4,FGNET,1404.5184000000002,40.135,-111.82,1.609344,14.722222222222221,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
221,West Mountain Center - McMullin,20,FGNET,1433.4744,40.0143,-111.786,2.548128,15.277777777777779,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
222,Santaquin East - Wall,22,FGNET,1453.8960000000002,39.9968,-111.771,2.190496,14.555555555555555,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
223,Payson - Allred Farm,2,FGNET,1484.0712,40.0248,-111.702,2.2799039999999997,16.055555555555557,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
224,Kaysville - USU Farm,7,FGNET,1371.6000000000001,41.021,-111.93,1.966976,14.222222222222221,2017-09-20 00:00:00,0.0,3.556,4.064,4.064,4.064,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
225,Santaquin West - CHF North,14,FGNET,1481.0232,39.9867,-111.803,2.771648,15.277777777777779,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
226,Lindon - Stratton Fruit,16,FGNET,1446.276,40.3342,-111.71,1.34112,15.555555555555555,2017-09-20 00:00:00,0.0,0.254,0.254,0.254,0.254,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
227,Alpine - Burgess Orchards,6,FGNET,1566.672,40.463,-111.76,1.251712,14.222222222222221,2017-09-20 00:00:00,0.254,0.508,0.762,1.27,2.032,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
228,Thatcher,1270767,FGNET,1356.6648,41.69,-112.3,1.922272,11.11111111111111,2017-09-20 00:00:00,0.0,3.8099999999999996,4.064,4.064,4.064,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
229,West Mountain - Wall,3,FGNET,1427.3784,40.0272,-111.788,2.414016,14.5,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
230,testStation,1265881,FGNET,371.52072000000004,37.2047,-112.978,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
231,Pleasant View - Thinnes Orchard ,8,FGNET,1343.8632,41.316,-111.992,0.5364479999999999,12.722222222222221,2017-09-20 00:00:00,0.0,5.08,5.588,5.588,5.588,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
232,American Fork - Riley ,11,FGNET,1407.2616,40.3938,-111.818,2.190496,15.055555555555555,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
233,Santaquin - South Ridge Farms,1,FGNET,1493.52,39.9633,-111.799,3.3528,15.055555555555555,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
234,Bear Lake Observatory,13,FGNET,1343.8632,41.934,-111.42,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
235,Greenville Farm,12,FGNET,1402.9944,41.7654,-111.813,-999999,-999999,2017-09-20 00:00:00,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
236,West Mountain South - Orchard View,21,FGNET,1460.2968,39.9978,-111.798,2.2799039999999997,15.055555555555555,2017-09-20 00:00:00,0.0,0.0,0.0,0.0,0.0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
237,River Heights - Zollinger Fruit Farm,17,FGNET,1423.1112,41.7254,-111.806,1.1176,10.555555555555555,2017-09-20 00:00:00,0.0,11.684,16.256,16.256,16.256,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
